propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished
97357179,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/cb/01/1089633187.webp,,10,1,215000.0,"{'price': {'amount': 215000.0, 'currencySuffix': '€'}}",flat,sale,75.0,True,2,1,"calle San Pablo , 1",Zaragoza,Zaragoza,Casco Historico,es,San Pablo,41.6555053,-0.884021,True,https://www.idealista.com/obra-nueva/97357179/,558,"Últimas viviendas disponibles! Vivir en el centro ya es posible. Edificio de obra nueva de 55 viviendas distribuidas en cuatro plantas. Viviendas de 1, 2 y 3 dormitorios con trastero incluido. Residencial CESAR AUGUSTO, se encuentra ubicado en el casco histórico de Zaragoza, a tan solo 5 minutos de zonas comerciales y de ocio, a 2 minutos de la Plaza del Pilar, a 1 minuto del emblemático Mercado Central y con la parada Cesar Augusto del tranvía a los pies del edificio. Rodeado de colegios, supermercados Y avenidas principales. Perfectamente comunicado con toda la ciudad. Calidad y diseño en el corazón de Zaragoza. Además, el edificio cuenta con plazas de garaje de grandes dimensiones disponibles para la venta. Viviendas totalmente equipadas, con todos los electrodomésticos, baños completos, armarios empotrados… Invierte en el corazón de la ciudad, invierte en futuro.",False,newdevelopment,True,True,2867.0,{'typology': 'flat'},"{'subtitle': 'San Pablo, Zaragoza', 'title': 'Piso en calle San Pablo , 1'}",True,False,False,False,,False,False,,True
105703198,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/35/b3/1260471954.webp,50-79-1902,45,3,300000.0,"{'price': {'amount': 300000.0, 'currencySuffix': '€'}}",penthouse,sale,69.0,False,2,1,calle del Marqués de Ahumada,Zaragoza,Zaragoza,Miraflores San Jose,es,San José,41.6382975,-0.8837623,False,https://www.idealista.com/inmueble/105703198/,2045,"¿Sueñas con vivir en un ático en el corazón de Zaragoza? Descubre este impresionante ático en la calle Marqués de Ahumada, a pocos pasos del Camino de las Torres, que te ofrecerá una experiencia de vida inigualable. La vivienda cuenta con dos dormitorios, un amplio salón de 21 metros cuadrados, un baño completo y una cocina totalmente equipada. Además, podrás disfrutar de una terraza a nivel de planta y un acceso exclusivo a un solárium privado en la planta superior. También incluye plaza de garaje y trastero, todo en el mismo edificio. Construido en 2005, el edificio se encuentra en excelente estado de conservación y destaca por la calidad de sus acabados. Entre sus características sobresalientes se encuentran los suelos de parquet, ventanas de aluminio con climalit, puerta de seguridad, calefacción individual de gas, preinstalación de aire acondicionado y videoportero. La amplia plaza de garaje y el trastero añaden un valor adicional a esta excepcional propiedad. La ubicación es inmejorable, con todos los servicios que necesitas a tu alcance: colegios, farmacias, paradas de autobús, supermercados, centros de salud, comercios y bancos. La joya de la vivienda es, sin duda, la espectacular terraza solárium de 61 metros cuadrados, un espacio ideal para disfrutar todo el año. Su total independencia del resto de vecinos la convierte en el lugar perfecto para reuniones y celebraciones familiares, garantizando privacidad y exclusividad. No dejes pasar esta oportunidad única. Contacta con API NADAL, tu agente inmobiliario colegiado en Zaragoza, y agenda una visita sin compromiso. ¡Te esperamos!",True,good,False,True,4348.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'San José, Zaragoza', 'title': 'Ático en calle del Marqués de Ahumada'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
104543694,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/f9/f9/1223949957.webp,50063,41,bj,337000.0,"{'price': {'amount': 337000.0, 'currencySuffix': '€'}}",flat,sale,206.0,True,8,2,"avenida Cortes, Hernan, 12",Zaragoza,Zaragoza,Centro,es,Doctor Cerrada,41.64888,-0.88951,True,https://www.idealista.com/inmueble/104543694/,1288,"c/Hernán Cortés ¡Descubre esta interesante oportunidad de adquirir un piso excepcional en el corazón de Zaragoza! Con 8 habitaciones amplias y luminosas, esta propiedad es perfecta para adaptarse a tus necesidades, ya sea como vivienda residencial, espacio de oficinas o incluso para convertirlo en un hostal. Ubicado en una zona céntrica y estratégica, en el cruce de las calles Hernán Cortés y Madre Sacramento, este piso es una verdadera joya en el mercado. Destaca por su casi total exterioridad, sus amplios dormitorios, un baño y un aseo, ambos con ventana, una cocina espaciosa con galería y un hall de entrada generoso que te da la bienvenida a un espacio lleno de posibilidades. Además, cuenta con techos altos decorados con molduras y grandes ventanales que inundan los ambientes con luz natural. En el precio está incluido un Trastero en el mismo edificio.  Con la mayoría de sus habitaciones orientadas hacia el exterior, disfrutarás de una abundante luz solar que realza la belleza de este hogar. Esta característica lo convierte en una verdadera rareza en el mercado, ya que pocas propiedades en Zaragoza ofrecen tantas habitaciones en un entorno urbano. Ya sea que estés buscando un espacio para vivir con una familia numerosa o estés considerando invertir en un proyecto de alquiler por habitaciones, este piso es la elección perfecta. No dejes pasar la oportunidad de convertirte en el propietario de un espacio único en una ubicación inmejorable. ¡Contáctanos hoy mismo para obtener más información y asegura tu lugar en este piso excepcional que está esperando ser transformado en el hogar o negocio de tus sueños!",False,renew,False,True,1636.0,{'typology': 'flat'},"{'subtitle': 'Doctor Cerrada, Zaragoza', 'title': 'Piso en avenida Cortes, Hernan, 12'}",True,False,True,False,,False,False,,
102670010,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/7b/cd/1163261581.webp,6º B,14,6,409500.0,"{'price': {'amount': 409500.0, 'currencySuffix': '€'}}",flat,sale,97.0,True,3,2,"avenida Valencia, 8",Zaragoza,Zaragoza,Delicias,es,Ciudad Jardín - Parque Roma,41.647421,-0.8945753,True,https://www.idealista.com/obra-nueva/102670010/,1724,"OBRA NUEVA TERMINADA EN PLENO CENTRO DE ZARAGOZA. Avenida Valencia, 8 Edificio Exclusivo, para clientes amantes de la calidad y buen gusto. 21 exclusivas viviendas, de dos y 3 dormitorios, que responden a un diseño moderno, atractivo y elegante. La luz natural y el sol son los protagonistas de estos espacios, gracias a su orientación y sus grandes ventanales, pensados para atraerlos y disfrutarlos. En AURUM podrás aprovechar todo el año sus grandes terrazas, completamente habitables y dotadas de un completo equipamiento, donde el exterior se fusiona con el interior, creando espacios modernos y versátiles. Para compartir momentos inolvidables con los que más quieres, AURUM cuenta con una zona comunitaria con piscina y de zona de relax. Gracias a sus dos plantas de garajes y trasteros, tendrás garantizada la funcionalidad, comodidad y confort en tu día a día. Arquitectura donde se combinan el diseño más vanguardista con materiales de gran durabilidad y solidez. Impresionante zagüan y acceso. Acabados de aspecto industrial con diseño muy cuidado y atempora. Fachada de hormigón blanco visto, combinada con barandillas de vidrio en los antepechos. AURUM se compone de dos edificios, recayentes a Avda. Valencia y a calle Burgos, haciendo que todas sus viviendas y apartamentos sean exteriores. La zona comunitaria con dos piscinas, hace de nexo de unión entre ellos, a la vez que crea un espacio relajante, bello y tranquilo. - ACABADOS CUIDADOS CON PRIMERAS CALIDADES - CLIMATIZACIÓN Y AGUA CALIENTE DE ALTA EFICACIA - TOMAS DE TV EN SALÓN, COCINA, DORMITORIOS Y TERRAZA PRINCIPAL - ACABADOS DE LUJO CON COCINAS PERSONALIZADAS.",True,newdevelopment,True,True,4222.0,{'typology': 'flat'},"{'subtitle': 'Ciudad Jardín - Parque Roma, Zaragoza', 'title': 'Piso en avenida Valencia, 8'}",False,False,False,False,,False,False,,True
104965920,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/81/0c/1264436207.webp,50670,34,1,240000.0,"{'price': {'amount': 240000.0, 'currencySuffix': '€'}}",flat,sale,101.0,True,3,2,"calle de Juan Ramón Jiménez, 22",Zaragoza,Zaragoza,Actur,es,Ranillas,41.6751236,-0.8939732,True,https://www.idealista.com/inmueble/104965920/,2530,"c/Juan Ramón Jiménez, cerca del tranvía, del pabellón Siglo XXI, Carrefour y Parque del Agua. Este encantador piso cuenta con una cocina office funcional, un amplio salón comedor ideal para reuniones familiares y una bonita terraza acristalada, perfecta para relajarse o leer un buen libro, conectada tanto con el salón como con el dormitorio principal. Dispone de 1 baño completo y un aseo adicional para mayor comodidad. Además, incluye una plaza de garaje para coche grande en la misma finca, lo que añade un plus de comodidad y seguridad. ¡No dejes pasar esta excelente oportunidad de vivir en una de las mejores zonas de la ciudad! Haz una primera visita entrando en el enlace de Tour virtual. Para más información y visitas, ¡contáctanos hoy mismo!",False,good,False,True,2376.0,{'typology': 'flat'},"{'subtitle': 'Ranillas, Zaragoza', 'title': 'Piso en calle de Juan Ramón Jiménez, 22'}",True,False,True,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
102670002,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/68/07/1163261558.webp,4º B,14,4,399900.0,"{'price': {'amount': 399900.0, 'currencySuffix': '€'}}",flat,sale,97.0,True,3,2,"avenida Valencia, 8",Zaragoza,Zaragoza,Delicias,es,Ciudad Jardín - Parque Roma,41.647421,-0.8945753,True,https://www.idealista.com/obra-nueva/102670002/,1724,"OBRA NUEVA TERMINADA EN PLENO CENTRO DE ZARAGOZA. Avenida Valencia, 8 Edificio Exclusivo, para clientes amantes de la calidad y buen gusto. 21 exclusivas viviendas, de dos y 3 dormitorios, que responden a un diseño moderno, atractivo y elegante. La luz natural y el sol son los protagonistas de estos espacios, gracias a su orientación y sus grandes ventanales, pensados para atraerlos y disfrutarlos. En AURUM podrás aprovechar todo el año sus grandes terrazas, completamente habitables y dotadas de un completo equipamiento, donde el exterior se fusiona con el interior, creando espacios modernos y versátiles. Para compartir momentos inolvidables con los que más quieres, AURUM cuenta con una zona comunitaria con piscina y de zona de relax. Gracias a sus dos plantas de garajes y trasteros, tendrás garantizada la funcionalidad, comodidad y confort en tu día a día. Arquitectura donde se combinan el diseño más vanguardista con materiales de gran durabilidad y solidez. Impresionante zagüan y acceso. Acabados de aspecto industrial con diseño muy cuidado y atempora. Fachada de hormigón blanco visto, combinada con barandillas de vidrio en los antepechos. AURUM se compone de dos edificios, recayentes a Avda. Valencia y a calle Burgos, haciendo que todas sus viviendas y apartamentos sean exteriores. La zona comunitaria con dos piscinas, hace de nexo de unión entre ellos, a la vez que crea un espacio relajante, bello y tranquilo. - ACABADOS CUIDADOS CON PRIMERAS CALIDADES - CLIMATIZACIÓN Y AGUA CALIENTE DE ALTA EFICACIA - TOMAS DE TV EN SALÓN, COCINA, DORMITORIOS Y TERRAZA PRINCIPAL - ACABADOS DE LUJO CON COCINAS PERSONALIZADAS.",True,newdevelopment,True,True,4123.0,{'typology': 'flat'},"{'subtitle': 'Ciudad Jardín - Parque Roma, Zaragoza', 'title': 'Piso en avenida Valencia, 8'}",False,False,False,False,,False,False,,True
102669969,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/7b/cd/1163261581.webp,4º A,14,4,364900.0,"{'price': {'amount': 364900.0, 'currencySuffix': '€'}}",flat,sale,86.0,True,3,2,"avenida Valencia, 8",Zaragoza,Zaragoza,Delicias,es,Ciudad Jardín - Parque Roma,41.647421,-0.8945753,True,https://www.idealista.com/obra-nueva/102669969/,1724,"OBRA NUEVA TERMINADA EN PLENO CENTRO DE ZARAGOZA. Avenida Valencia, 8 Edificio Exclusivo, para clientes amantes de la calidad y buen gusto. 21 exclusivas viviendas, de dos y 3 dormitorios, que responden a un diseño moderno, atractivo y elegante. La luz natural y el sol son los protagonistas de estos espacios, gracias a su orientación y sus grandes ventanales, pensados para atraerlos y disfrutarlos. En AURUM podrás aprovechar todo el año sus grandes terrazas, completamente habitables y dotadas de un completo equipamiento, donde el exterior se fusiona con el interior, creando espacios modernos y versátiles. Para compartir momentos inolvidables con los que más quieres, AURUM cuenta con una zona comunitaria con piscina y de zona de relax. Gracias a sus dos plantas de garajes y trasteros, tendrás garantizada la funcionalidad, comodidad y confort en tu día a día. Arquitectura donde se combinan el diseño más vanguardista con materiales de gran durabilidad y solidez. Impresionante zagüan y acceso. Acabados de aspecto industrial con diseño muy cuidado y atempora. Fachada de hormigón blanco visto, combinada con barandillas de vidrio en los antepechos. AURUM se compone de dos edificios, recayentes a Avda. Valencia y a calle Burgos, haciendo que todas sus viviendas y apartamentos sean exteriores. La zona comunitaria con dos piscinas, hace de nexo de unión entre ellos, a la vez que crea un espacio relajante, bello y tranquilo. - ACABADOS CUIDADOS CON PRIMERAS CALIDADES - CLIMATIZACIÓN Y AGUA CALIENTE DE ALTA EFICACIA - TOMAS DE TV EN SALÓN, COCINA, DORMITORIOS Y TERRAZA PRINCIPAL - ACABADOS DE LUJO CON COCINAS PERSONALIZADAS.",True,newdevelopment,True,True,4243.0,{'typology': 'flat'},"{'subtitle': 'Ciudad Jardín - Parque Roma, Zaragoza', 'title': 'Piso en avenida Valencia, 8'}",False,False,False,False,,False,False,,True
103391447,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/e3/9a/1188045208.webp,49004,32,bj,134000.0,"{'price': {'amount': 134000.0, 'currencySuffix': '€'}}",flat,sale,67.0,True,3,1,"calle de Berenguer de Bardají, 9",Zaragoza,Zaragoza,Delicias,es,Delicias,41.6488009,-0.9047291,True,https://www.idealista.com/inmueble/103391447/,2414,"c/Berenguer de Bardají, entre Vía Universitas y Duquesa Villahermosa. Vivienda totalmente reformada, lista para entrar a vivir. Dispone de 3 dormitorios, 2 de ellos exteriores, 1 baño con ducha y salón con acceso a terraza de 25m. La cocina es independiente, está totalmente equipada y tiene acceso a otra terraza, muy práctica para tender cómodamente y guardar utensilios de limpieza. El edificio dispone de calefacción central y ascensor a cota cero. Entra en el enlace de Tour Virtual y podrás hacer una visita con detalle. Contacta con nosotros para una visita presencial. ¿Hablamos?",True,good,False,True,2000.0,{'typology': 'flat'},"{'subtitle': 'Delicias, Zaragoza', 'title': 'Piso en calle de Berenguer de Bardají, 9'}",True,False,True,False,,False,False,,
104705801,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/8e/bd/1229149212.webp,50371,32,5,190000.0,"{'price': {'amount': 190000.0, 'currencySuffix': '€'}}",flat,sale,90.0,True,3,2,"calle Mayor, 11",Zaragoza,Zaragoza,Casco Historico,es,Alfonso,41.6540704,-0.8771294,True,https://www.idealista.com/inmueble/104705801/,221,"Calle Mayor (Junto a Don Jaime I). - Piso en última planta de 70m2 útiles mas 11m2 de antigua terraza en uso y disfrute añadidos al salón. Se distribuye en tres dormitorios, dos de ellos dobles, salón, cocina, baño y pequeño aseo básico. Calefacción centralizada con distribuidores de costes y agua caliente sanitaria centralizada con contador individualizado. Finca con ascensor sin barreras arquitectónicas, videoportero. Para entrar a vivir. Ideal para vivienda habitual o rentabilizar para alquiler turistico. Muy bien situado con todos los servicios y a escasos 150m2 de Plaza del Pilar. No dejes de ver la visita virtual 360º donde podrás ver con todo detalle esta vivienda. El precio indicado no incluye impuestos, gastos de notaría, registro y honorarios de intermediación.",True,good,False,True,2111.0,{'typology': 'flat'},"{'subtitle': 'Alfonso, Zaragoza', 'title': 'Piso en calle Mayor, 11'}",True,True,False,False,,False,False,,
104775742,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/5a/96/1231256865.webp,v.P.Rosales3,21,1,350000.0,"{'price': {'amount': 350000.0, 'currencySuffix': '€'}}",flat,sale,127.0,True,2,2,"paseo de los Rosales, 26",Zaragoza,Zaragoza,Miraflores San Jose,es,Parque Miraflores,41.6406001,-0.8780245,True,https://www.idealista.com/inmueble/104775742/,1719,"PROMOCION ROSALES 26.    TSE PROMOCIONES promueve 3 viviendas ÚNICAS, a estrenar, para entrar a vivir!    VIVIENDA 3: De 114 m2 útiles con 3 habitaciones (2 dormitorios + sala polivalente). Disfrute de máxima calidad de vida y confort!.    Todo ello en la valorada y residencial zona del Parque Miraflores, en un entorno tranquilo y rodeado de zonas verdes con todo tipo de servicios.     Se trata de una vivienda ESPECIAL, a la que se le ha realizado una reforma integral, que destaca tanto por su diseño, como por sus calidades, como por su tamaño.    Cuenta con amplios y luminosos espacios con vistas al Parque, tales como:    -gran salón-cocina de 51´86 m2, con acceso a un espacio polivalente acristalado con saetinos, de 5´55 m2 (despacho, zona de lectura o de juego para niños, etc.).    -cocina de completamente equipada y amueblada, con península y mesa.    -dos dormitorios: de 11´02 m2 y 15´68 m2 con armarios revestidos. El dormitorio principal con baño incorporado de 6´37 m2 que incluye ducha y bañera. Baño secundario con ducha.    -zona de lavadero de 3´95 m2 con salida a galeria-tendedor de 2´96 m2.    Se adjunta plano en la galería fotográfica.    En cuanto a la gran calidad de sus materiales y acabados, destaca:    -suelo de toda la casa de gres porcelánico de gran formato de SALONI. Rodapié en madera lacada en blanco.    -carpintería exterior de alta eficiencia en aislamiento térmico y acústico tanto en aluminio como en PVC, combinada con vidrios GUARDIAN. Sistema de ventanas oscilobatientes. Persianas motorizadas de aluminio.    -carpintería interior lacada en blanco y vidriera en cocina. Manetas cromo con acabado acero mate. Puerta de entrada a vivienda acorazada, con 10 puntos de anclaje.    -armarios empotrados de diseño nórdico en todos los dormitorios, acabados en blanco con cantos en roble veteado, totalmente revestidos con cajoneras, baldas y colgadores.     -cocina con amueblamiento de gran capacidad, encimera de granito de importación. Electrodomésticos serie Premiun de BALAY (frigorífico con puerta de vidrio de 70 cm., horno pirolítico, placa vitrocerámica con campana de extracción integrada, lavadora, lavavajillas y microondas).    -baños: muebles de diseño con cajones suspendidos y espejo con iluminación LED integrada. Sanitarios suspendidos ROCA, serie INSPIRA. Baño principal con bañera y además, zona para ducha con grifería termostática y rociador efecto lluvia y mampara de cristal. Baño secundario con plato de ducha con hidromasaje y mampara de cristal.    -en cuanto a la producción de calefacción, agua caliente y refrigeración, mediante equipo de AEROTERMIA marca HITACHI, con control a través de termostato digital en salón y dormitorios. Sistema de calefacción/refrigeración invisible mediante suelo radiante/refrescante.    -fachada y medianil de alta eficiencia energética gracias a los trasdosados con tabiques autoportantes de placas de yeso laminado con aislamiento térmico y acústico de lana mineral.    -calificación energética B+.    Se ofrece la posibilidad de adquirir la vivienda con una o dos plazas de GARAJE en la misma finca y con acceso directo a través del ascensor. Desde 25.000€.    Hay disponibles 2 viviendas más a la venta en la misma promoción de 3 dormitorios.    Infórmese en INMUEBLES PÉREZ GUERRERO: y en.",False,good,False,True,2756.0,{'typology': 'flat'},"{'subtitle': 'Parque Miraflores, Zaragoza', 'title': 'Piso en paseo de los Rosales, 26'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",
104585128,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/82/e3/1225203492.webp,50132,49,1,139000.0,"{'price': {'amount': 139000.0, 'currencySuffix': '€'}}",flat,sale,80.0,True,2,2,"avenida del Tenor Fleta, 107",Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6372611,-0.8761311,True,https://www.idealista.com/inmueble/104585128/,2092,"Av Tenor Fleta- Piso con Cuarto Trastero. Vivienda de 75m2 útiles distribuidos en dos dormitorios, salón con balcón de 4,67m2, cocina con salida a terraza de 10m2 de use y disfrute y dos baños reformados, uno de ellos en suite. Piso Exterior. Calefacción y agua caliente sanitaria individual a gas ciudad. Para actualizar. Finca con ascensor y montacarga. Cuarto trastero en sótano (-1) de 4,36m2. No dejes de ver la visita virtual 360º donde podrás ver con todo detalle esta vivienda. El precio indicado no incluye impuestos, gastos de notaría, registro y honorarios de intermediación.",False,renew,False,True,1738.0,{'typology': 'flat'},"{'subtitle': 'La Granja, Zaragoza', 'title': 'Piso en avenida del Tenor Fleta, 107'}",True,True,False,False,,False,False,,
97357124,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/bb/fc/1089633233.webp,,10,4,315500.0,"{'price': {'amount': 315500.0, 'currencySuffix': '€'}}",duplex,sale,105.0,True,3,2,"calle San Pablo , 1",Zaragoza,Zaragoza,Casco Historico,es,San Pablo,41.6555053,-0.884021,True,https://www.idealista.com/obra-nueva/97357124/,558,"Últimas viviendas disponibles! Vivir en el centro ya es posible. Edificio de obra nueva de 55 viviendas distribuidas en cuatro plantas. Viviendas de 1, 2 y 3 dormitorios con trastero incluido. Residencial CESAR AUGUSTO, se encuentra ubicado en el casco histórico de Zaragoza, a tan solo 5 minutos de zonas comerciales y de ocio, a 2 minutos de la Plaza del Pilar, a 1 minuto del emblemático Mercado Central y con la parada Cesar Augusto del tranvía a los pies del edificio. Rodeado de colegios, supermercados Y avenidas principales. Perfectamente comunicado con toda la ciudad. Calidad y diseño en el corazón de Zaragoza. Además, el edificio cuenta con plazas de garaje de grandes dimensiones disponibles para la venta. Viviendas totalmente equipadas, con todos los electrodomésticos, baños completos, armarios empotrados… Invierte en el corazón de la ciudad, invierte en futuro.",False,newdevelopment,True,True,3005.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'San Pablo, Zaragoza', 'title': 'Dúplex en calle San Pablo , 1'}",True,False,False,False,,False,False,,True
104194747,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/45/d8/1232642514.webp,PARAISO2D,21,1,465000.0,"{'price': {'amount': 465000.0, 'currencySuffix': '€'}}",flat,sale,147.0,True,4,2,"paseo de las Damas, 24 -34",Zaragoza,Zaragoza,Centro,es,Paseo de la Constitución - Las Damas,41.6441902,-0.8833119,True,https://www.idealista.com/inmueble/104194747/,1409,"Residencial Paraíso es una zona residencial tranquila y bien establecida en Zaragoza. Ubicado en el distrito centro de la ciudad, junto al Corte Inglés de Sagasta y todo tipo de servicios, este vecindario ofrece una combinación perfecta de comodidad y serenidad. Rodeado de avenidas con áreas verdes y parques, es ideal para familias y personas que valoran un estilo de vida relajado.  Esta lujosa propiedad distribuye 147 m² de superficie en 15 m² de cocina, 35 m² de salón, 15 m² de terraza, 3 habitaciones dobles y una habitación sencilla, con un total de 2 baños. Nada más entrar al enorme salón nos sorprende el precioso suelo de madera de bambú que nos adelanta las calidades de construcción de toda la casa. La cocina está reformada con un diseño super elegante y funcional y equipada con electrodomésticos de alta gama Kef. Es muy amplia e invita a cocinar, tiene una atmósfera muy acogedora. Toda la vivienda está equipada con aire acondicionado con bomba de calor dividida por estancias (hay 3 máquinas instaladas) Si quieres vivir en la zona más valorada de Zaragoza, contáctanoS! ATELIER HOMES, líderes en la comercialización de Exclusivas  StylishHomes y  MountainHomes en Zaragoza y el Pirineo Aragonés, se enfoca en la calidad, modernidad y excelencia. Contamos con oficinas en ZARAGOZA, JACA y FORMIGAL, y nuestro equipo multidisciplinar está compuesto por expertos en el sector inmobiliario, arquitectura, interiorismo y marketing digital inmobiliario. No dude en visitar esta exclusiva propiedad en centro de Zaragoza, de la mano de ATELIER HOMES Arquitectura+Inmobiliaria. Concierte una cita ahora desde nuestras oficinas de Zaragoza, Jaca o Formigal para descubrir todas sus posibilidades. Telf. : y.",False,good,False,True,3163.0,{'typology': 'flat'},"{'subtitle': 'Paseo de la Constitución - Las Damas, Zaragoza', 'title': 'Piso en paseo de las Damas, 24 -34'}",True,False,False,False,,False,False,,
105801636,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/85/81/1263460340.webp,50-79-1905,42,3,173800.0,"{'price': {'amount': 173800.0, 'currencySuffix': '€'}}",flat,sale,141.0,True,3,1,calle de Casto Méndez Núñez,Zaragoza,Zaragoza,Casco Historico,es,Alfonso,41.6542453,-0.8784471,False,https://www.idealista.com/inmueble/105801636/,221,"¿Te gustaría vivir en el corazón de Zaragoza o invertir en una propiedad con alto potencial? Te presentamos este excepcional piso de 129m², ubicado en pleno centro de Zaragoza, una ciudad rica en historia y cultura. Este piso es una oportunidad única tanto para quienes buscan una residencia que combine la comodidad moderna con el encanto tradicional, como para inversores que desean aprovechar el alto potencial de rentabilidad que ofrece esta zona tan cotizada. Detalles del Inmueble: Este amplio piso, situado en un edificio residencial bien conservado, cuenta con 3 luminosos dormitorios, 1 baño completo, un espacioso salón-comedor, con calefacción y aire acondicionado por conductos, y un encantador balcón perfecto para disfrutar del aire fresco durante las mejores estaciones del año. La cocina independiente, equipada con despensa, ofrece espacio suficiente para aquellos que disfrutan de cocinar. Además, la propiedad incluye un trastero, ideal para almacenamiento adicional. Ubicación Inmejorable: La ubicación de este piso es simplemente excepcional. A solo unos pasos de la emblemática Calle Alfonso, uno de los paseos más históricos y animados de la ciudad, y de la Basílica del Pilar, uno de los templos más importantes de España y un icono arquitectónico de la ciudad. Desde aquí, podrás disfrutar de una vida urbana vibrante, con fácil acceso a una gran variedad de tiendas, boutiques, cafeterías y restaurantes que ofrecen lo mejor de la gastronomía local e internacional. Puntos Turísticos y de Interés: Vivir en este piso significa estar rodeado de algunos de los lugares más icónicos de Zaragoza. A pocos minutos a pie se encuentra La Seo, una impresionante catedral declarada Patrimonio de la Humanidad por la UNESCO, que fusiona estilos arquitectónicos desde el románico hasta el barroco. No muy lejos, encontrarás el Puente de Piedra, que ofrece vistas espectaculares del río Ebro y es un punto de referencia histórico de la ciudad. Si te apasiona la cultura, estarás cerca de numerosos museos como el Museo Goya y el Museo del Foro de Caesaraugusta, donde podrás sumergirte en la rica historia de Zaragoza. Para los amantes de la naturaleza, el Parque del Río Ebro ofrece un espacio verde perfecto para paseos tranquilos, actividades al aire libre y vistas impresionantes de la ciudad. Posibilidades de Inversión y Reforma: Este piso es también una excelente oportunidad para aquellos que buscan una inversión con alta rentabilidad. La zona es muy demandada tanto por residentes como por turistas, lo que garantiza una ocupación alta y constante en el mercado de alquiler. Además, la propiedad ofrece un amplio margen para reformas, lo que te permite personalizar cada espacio a tu gusto, aumentando aún más su valor de mercado. Conectividad y Accesibilidad: Además de estar en una ubicación céntrica, este piso goza de una excelente conectividad. Las principales líneas de transporte público, incluidas las paradas de autobús y tranvía, se encuentran a pocos pasos, facilitando el acceso a cualquier punto de la ciudad. También estarás bien comunicado con las principales arterias de Zaragoza, lo que facilita tanto la movilidad diaria como las escapadas de fin de semana. Tu Futuro en Zaragoza Comienza Aquí: Al ingresar en este hogar, serás recibido por un ambiente cálido y acogedor que invita al confort y al bienestar. El elegante salón-comedor es perfecto para reuniones familiares o para relajarte después de un día explorando todo lo que Zaragoza tiene para ofrecer. No dejes pasar esta oportunidad única de adquirir un piso en una de las zonas más emblemáticas y con mayor potencial de la ciudad. Contacta con API NADAL, tu agente inmobiliario colegiado en Zaragoza, y agenda una visita sin compromiso. ¡Estamos aquí para ayudarte a hacer realidad tus sueños de vivir o invertir en una de las mejores ubicaciones de Zaragoza!",True,renew,False,False,1233.0,{'typology': 'flat'},"{'subtitle': 'Alfonso, Zaragoza', 'title': 'Piso en calle de Casto Méndez Núñez'}",True,False,False,False,,False,False,,
